商品编码,商品名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1029090,"其他牛,改良种用除外",940403,千克,1459,头,36646056
1039200,"其他猪,重量≥50k...",6599343,千克,58520,头,336792476
1051190,"其他鸡,改良种用除外...",19516,千克,396080,只,1433842
1061490,"其他家兔及野兔,改良...",1831,千克,699,只,481186
1061910,其他改良种用哺乳动物,120,千克,12,只,45618
1061990,"未列名哺乳动物,改良...",5911,千克,52811,只,3096441
1062020,食用爬行动物,95224,千克,64021,只,5930092
1062090,未列名爬行动物,229,千克,11600,只,36046
1064990,"其他昆虫,改良种用除...",840,千克,840000,只,15377
1069090,"其他活动物,改良种用...",338,千克,420008,只,71242
2031200,鲜或冷的带骨猪前腿、...,21184,千克,0,—,1384959
2031900,其他鲜或冷的猪肉,131429,千克,0,—,8118018
2032190,其他冻整头及半头猪肉,13000,千克,0,—,455827
2032900,其他冻猪肉,742000,千克,0,—,41743613
2044200,冻带骨绵羊肉,18210,千克,0,—,1417642
2044300,冻去骨绵羊肉,18355,千克,0,—,1388042
2062900,其他冻牛杂碎,5000,千克,0,—,29845
2069000,其他冻杂碎（牛、猪杂...,193,千克,0,—,15171
2071100,"整只鸡,鲜或冷的",6051420,千克,0,—,147767521
2071200,"整只鸡,冻的",193785,千克,0,—,4520071
2071311,鲜或冷的带骨鸡块,111023,千克,0,—,2810962
2071329,鲜或冷的其他鸡杂碎,13280,千克,0,—,306631
2071411,带骨的冻鸡块,1652048,千克,0,—,23671587
2071419,其他冻鸡块,4752225,千克,0,—,64821216
2071421,冻鸡翼（不包括翼尖）,97614,千克,0,—,3746140
2071429,其他冻鸡杂碎,227270,千克,0,—,1386582
2074100,鲜或冷的整只鸭,1789469,千克,0,—,27091776
2074200,整只冻鸭,428988,千克,0,—,6490715
2074300,鲜或冷的鸭肥肝,15950,千克,0,—,54549
2074400,鲜或冷的鸭块及杂碎,15626,千克,0,—,249511
2074500,冻的鸭块及杂碎,640651,千克,0,—,6118200
2075100,鲜或冷的整只鹅,951659,千克,0,—,31998476
2075200,整只冻鹅,8261,千克,0,—,275611
2075400,鲜或冷的鹅块及杂碎,5598,千克,0,—,174671
2081020,"冻兔肉,不包括兔头",294000,千克,0,—,8955666
2089010,鲜、冷、冻的乳鸽肉及...,294348,千克,0,—,11344368
2101200,干、熏、盐腌或盐渍猪...,1586,千克,0,—,57828
2101900,其他干、熏、盐腌或盐...,16450,千克,0,—,1033233
2109900,其他干、熏、盐腌或盐...,20065,千克,0,—,608340
3011100,淡水观赏鱼,24756,千克,0,—,3529729
3019190,"其他活鳟鱼,鱼苗除外",5200,千克,0,—,197600
3019290,"其他活鳗鱼,鱼苗除外",998947,千克,0,—,136292642
3019310,鲤科鱼苗,13,千克,0,—,179
3019390,"其他活鲤科鱼, 鱼苗...",2547888,千克,0,—,52130568
3019911,鲈鱼苗,313,千克,0,—,5158
3019919,其他鱼苗,222071,千克,0,—,7136880
3019991,活罗非鱼,129620,千克,0,—,2092637
3019992,活鲀,17650,千克,0,—,2239689
3019993,其他活鲤科鱼,937724,千克,0,—,20541345
3019999,其他活鱼,3682769,千克,0,—,152536022
3022300,鲜或冷的鳎鱼,39298,千克,0,—,1466049
3024600,鲜或冷的军曹鱼,48936,千克,0,—,2219429
3024900,鲜或冷的印度鲭、马鲛...,4110,千克,0,—,101596
3027100,鲜或冷的罗非鱼,1060,千克,0,—,24067
3027300,鲜或冷的鲤科鱼,18575,千克,0,—,447433
3027400,鲜或冷的鳗鱼,18829,千克,0,—,1066737
3028200,鲜或冷的魟鱼及鳐鱼,3680,千克,0,—,117320
3028400,鲜或冷的尖吻鲈鱼,260,千克,0,—,7800
